user_id,product_id,event_time,event_type,price,category,rating,purchase_count,activity_events,first_event,last_event,popularity_count,avg_price,avg_rating
3272,18,2019-10-02 10:00:00,view,9.85,women's clothing,4.7,10,10,2019-10-02 10:00:00,2019-10-23 23:00:00,1461,9.85,4.7
3000,8,2019-10-19 20:00:00,cart,10.99,jewelery,1.9,13,13,2019-10-02 13:00:00,2019-10-31 01:00:00,1506,10.989999999999998,1.9000000000000001
2737,12,2019-10-06 06:00:00,view,114.0,electronics,4.8,3,3,2019-10-06 06:00:00,2019-10-18 20:00:00,1509,114.0,4.8
2411,1,2019-10-03 00:00:00,purchase,109.95,men's clothing,3.9,6,6,2019-10-03 00:00:00,2019-10-28 13:00:00,1465,109.95,3.9
2372,19,2019-10-30 09:00:00,cart,7.95,women's clothing,4.5,8,8,2019-10-07 02:00:00,2019-10-30 09:00:00,1486,7.95,4.5
1145,8,2019-10-30 22:00:00,purchase,10.99,jewelery,1.9,5,5,2019-10-01 11:00:00,2019-10-30 22:00:00,1506,10.989999999999998,1.9000000000000001
3276,19,2019-10-26 01:00:00,view,7.95,women's clothing,4.5,7,7,2019-10-13 12:00:00,2019-10-31 09:00:00,1486,7.95,4.5
4768,20,2019-10-10 10:00:00,purchase,12.99,women's clothing,3.6,4,4,2019-10-10 10:00:00,2019-10-24 10:00:00,1482,12.99,3.6
2235,15,2019-10-04 00:00:00,view,56.99,women's clothing,2.6,8,8,2019-10-04 00:00:00,2019-10-31 01:00:00,1485,56.99000000000001,2.6
4851,9,2019-10-22 05:00:00,view,64.0,electronics,3.3,5,5,2019-10-01 00:00:00,2019-10-30 22:00:00,1500,64.0,3.3
921,8,2019-10-14 15:00:00,view,10.99,jewelery,1.9,6,6,2019-10-11 22:00:00,2019-10-31 22:00:00,1506,10.989999999999998,1.9000000000000001
1752,2,2019-10-04 18:00:00,view,22.3,men's clothing,4.1,11,11,2019-10-04 18:00:00,2019-10-30 01:00:00,1565,22.3,4.1
4180,7,2019-10-16 08:00:00,view,9.99,jewelery,3.0,13,13,2019-10-01 11:00:00,2019-10-27 21:00:00,1486,9.99,3.0
4402,5,2019-10-02 01:00:00,view,695.0,jewelery,4.6,6,6,2019-10-02 00:00:00,2019-10-31 16:00:00,1438,695.0,4.6
4330,17,2019-10-29 04:00:00,view,39.99,women's clothing,3.8,3,3,2019-10-02 01:00:00,2019-10-29 08:00:00,1520,39.99,3.8
1031,16,2019-10-09 00:00:00,view,29.95,women's clothing,2.9,6,6,2019-10-04 21:00:00,2019-10-28 16:00:00,1459,29.949999999999996,2.8999999999999995
4723,19,2019-10-21 12:00:00,cart,7.95,women's clothing,4.5,10,10,2019-10-01 00:00:00,2019-10-28 04:00:00,1486,7.95,4.5
4614,19,2019-10-10 15:00:00,view,7.95,women's clothing,4.5,5,5,2019-10-10 15:00:00,2019-10-29 13:00:00,1486,7.95,4.5
4307,9,2019-10-17 02:00:00,cart,64.0,electronics,3.3,7,7,2019-10-01 03:00:00,2019-10-26 10:00:00,1500,64.0,3.3
1588,11,2019-10-17 22:00:00,view,109.0,electronics,4.8,6,6,2019-10-08 10:00:00,2019-10-29 13:00:00,1511,109.0,4.8
2795,6,2019-10-06 17:00:00,purchase,168.0,jewelery,3.9,8,8,2019-10-06 17:00:00,2019-10-30 03:00:00,1554,168.0,3.8999999999999995
623,8,2019-10-31 01:00:00,view,10.99,jewelery,1.9,6,6,2019-10-03 19:00:00,2019-10-31 01:00:00,1506,10.989999999999998,1.9000000000000001
4773,18,2019-10-25 00:00:00,purchase,9.85,women's clothing,4.7,8,8,2019-10-01 22:00:00,2019-10-25 00:00:00,1461,9.85,4.7
1879,7,2019-10-30 02:00:00,view,9.99,jewelery,3.0,7,7,2019-10-01 15:00:00,2019-10-31 10:00:00,1486,9.99,3.0
4117,12,2019-10-28 17:00:00,purchase,114.0,electronics,4.8,9,9,2019-10-08 19:00:00,2019-10-31 22:00:00,1509,114.0,4.8
1007,11,2019-10-19 12:00:00,view,109.0,electronics,4.8,5,5,2019-10-05 10:00:00,2019-10-28 14:00:00,1511,109.0,4.8
3725,8,2019-10-29 13:00:00,cart,10.99,jewelery,1.9,4,4,2019-10-02 08:00:00,2019-10-29 13:00:00,1506,10.989999999999998,1.9000000000000001
4034,8,2019-10-03 17:00:00,cart,10.99,jewelery,1.9,8,8,2019-10-01 07:00:00,2019-10-29 03:00:00,1506,10.989999999999998,1.9000000000000001
2302,11,2019-10-07 01:00:00,view,109.0,electronics,4.8,7,7,2019-10-02 00:00:00,2019-10-28 06:00:00,1511,109.0,4.8
2851,14,2019-10-02 09:00:00,view,999.99,electronics,2.2,9,9,2019-10-02 09:00:00,2019-10-31 01:00:00,1521,999.99,2.2
2928,4,2019-10-11 02:00:00,cart,15.99,men's clothing,2.1,11,11,2019-10-10 01:00:00,2019-10-31 18:00:00,1449,15.990000000000002,2.1
2146,10,2019-10-13 01:00:00,view,109.0,electronics,2.9,6,6,2019-10-08 07:00:00,2019-10-29 23:00:00,1560,109.0,2.9
233,6,2019-10-09 09:00:00,view,168.0,jewelery,3.9,11,11,2019-10-09 09:00:00,2019-10-30 20:00:00,1554,168.0,3.8999999999999995
4554,17,2019-10-26 16:00:00,cart,39.99,women's clothing,3.8,4,4,2019-10-03 00:00:00,2019-10-28 02:00:00,1520,39.99,3.8
101,12,2019-10-12 01:00:00,view,114.0,electronics,4.8,5,5,2019-10-05 13:00:00,2019-10-27 10:00:00,1509,114.0,4.8
3565,19,2019-10-09 17:00:00,cart,7.95,women's clothing,4.5,4,4,2019-10-09 17:00:00,2019-10-29 20:00:00,1486,7.95,4.5
738,16,2019-10-17 19:00:00,view,29.95,women's clothing,2.9,11,11,2019-10-01 11:00:00,2019-10-31 10:00:00,1459,29.949999999999996,2.8999999999999995
3610,6,2019-10-05 08:00:00,view,168.0,jewelery,3.9,3,3,2019-10-04 18:00:00,2019-10-06 15:00:00,1554,168.0,3.8999999999999995
4863,9,2019-10-25 20:00:00,view,64.0,electronics,3.3,8,8,2019-10-02 20:00:00,2019-10-29 07:00:00,1500,64.0,3.3
2855,9,2019-10-03 07:00:00,cart,64.0,electronics,3.3,12,12,2019-10-01 15:00:00,2019-10-30 20:00:00,1500,64.0,3.3
3653,20,2019-10-31 14:00:00,purchase,12.99,women's clothing,3.6,7,7,2019-10-01 17:00:00,2019-10-31 14:00:00,1482,12.99,3.6
1862,6,2019-10-24 22:00:00,view,168.0,jewelery,3.9,13,13,2019-10-02 13:00:00,2019-10-28 16:00:00,1554,168.0,3.8999999999999995
3936,5,2019-10-07 03:00:00,view,695.0,jewelery,4.6,6,6,2019-10-01 17:00:00,2019-10-21 22:00:00,1438,695.0,4.6
4794,1,2019-10-01 04:00:00,view,109.95,men's clothing,3.9,8,8,2019-10-01 04:00:00,2019-10-27 16:00:00,1465,109.95,3.9
3958,19,2019-10-26 06:00:00,cart,7.95,women's clothing,4.5,7,7,2019-10-20 18:00:00,2019-10-31 06:00:00,1486,7.95,4.5
2689,13,2019-10-22 21:00:00,view,599.0,electronics,2.9,9,9,2019-10-03 11:00:00,2019-10-27 01:00:00,1531,599.0,2.9
2223,2,2019-10-23 14:00:00,view,22.3,men's clothing,4.1,6,6,2019-10-21 16:00:00,2019-10-30 02:00:00,1565,22.3,4.1
849,9,2019-10-24 21:00:00,view,64.0,electronics,3.3,8,8,2019-10-10 10:00:00,2019-10-31 16:00:00,1500,64.0,3.3
2623,10,2019-10-03 07:00:00,view,109.0,electronics,2.9,6,6,2019-10-03 07:00:00,2019-10-31 23:00:00,1560,109.0,2.9
914,14,2019-10-12 02:00:00,view,999.99,electronics,2.2,5,5,2019-10-02 10:00:00,2019-10-23 09:00:00,1521,999.99,2.2
26,2,2019-10-04 14:00:00,view,22.3,men's clothing,4.1,6,6,2019-10-04 09:00:00,2019-10-31 17:00:00,1565,22.3,4.1
114,7,2019-10-27 18:00:00,cart,9.99,jewelery,3.0,6,6,2019-10-09 16:00:00,2019-10-30 21:00:00,1486,9.99,3.0
4443,2,2019-10-20 07:00:00,purchase,22.3,men's clothing,4.1,5,5,2019-10-07 17:00:00,2019-10-29 14:00:00,1565,22.3,4.1
3495,15,2019-10-11 06:00:00,cart,56.99,women's clothing,2.6,8,8,2019-10-05 02:00:00,2019-10-31 16:00:00,1485,56.99000000000001,2.6
4442,6,2019-10-02 23:00:00,view,168.0,jewelery,3.9,10,10,2019-10-01 20:00:00,2019-10-31 16:00:00,1554,168.0,3.8999999999999995
1029,14,2019-10-10 15:00:00,view,999.99,electronics,2.2,8,8,2019-10-02 20:00:00,2019-10-31 03:00:00,1521,999.99,2.2
4110,6,2019-10-11 01:00:00,view,168.0,jewelery,3.9,7,7,2019-10-06 17:00:00,2019-10-29 12:00:00,1554,168.0,3.8999999999999995
1123,16,2019-10-23 14:00:00,cart,29.95,women's clothing,2.9,9,9,2019-10-06 00:00:00,2019-10-31 01:00:00,1459,29.949999999999996,2.8999999999999995
4352,4,2019-10-20 18:00:00,view,15.99,men's clothing,2.1,10,10,2019-10-02 14:00:00,2019-10-21 17:00:00,1449,15.990000000000002,2.1
2677,5,2019-10-28 12:00:00,purchase,695.0,jewelery,4.6,7,7,2019-10-02 07:00:00,2019-10-28 12:00:00,1438,695.0,4.6
736,4,2019-10-15 15:00:00,view,15.99,men's clothing,2.1,7,7,2019-10-01 01:00:00,2019-10-23 12:00:00,1449,15.990000000000002,2.1
4525,1,2019-10-04 16:00:00,cart,109.95,men's clothing,3.9,9,9,2019-10-01 21:00:00,2019-10-28 09:00:00,1465,109.95,3.9
4548,13,2019-10-23 02:00:00,cart,599.0,electronics,2.9,5,5,2019-10-16 07:00:00,2019-10-29 08:00:00,1531,599.0,2.9
534,15,2019-10-24 14:00:00,view,56.99,women's clothing,2.6,6,6,2019-10-02 03:00:00,2019-10-24 14:00:00,1485,56.99000000000001,2.6
3853,7,2019-10-18 09:00:00,cart,9.99,jewelery,3.0,6,6,2019-10-03 05:00:00,2019-10-31 13:00:00,1486,9.99,3.0
328,20,2019-10-24 21:00:00,purchase,12.99,women's clothing,3.6,7,7,2019-10-05 08:00:00,2019-10-31 12:00:00,1482,12.99,3.6
1638,6,2019-10-16 07:00:00,purchase,168.0,jewelery,3.9,10,10,2019-10-11 09:00:00,2019-10-26 16:00:00,1554,168.0,3.8999999999999995
430,18,2019-10-17 04:00:00,cart,9.85,women's clothing,4.7,8,8,2019-10-15 16:00:00,2019-10-24 00:00:00,1461,9.85,4.7
4297,20,2019-10-14 06:00:00,view,12.99,women's clothing,3.6,6,6,2019-10-11 15:00:00,2019-10-31 02:00:00,1482,12.99,3.6
954,19,2019-10-01 18:00:00,cart,7.95,women's clothing,4.5,4,4,2019-10-01 18:00:00,2019-10-15 17:00:00,1486,7.95,4.5
4508,13,2019-10-04 08:00:00,cart,599.0,electronics,2.9,4,4,2019-10-03 15:00:00,2019-10-30 05:00:00,1531,599.0,2.9
4225,19,2019-10-01 23:00:00,view,7.95,women's clothing,4.5,7,7,2019-10-01 23:00:00,2019-10-24 23:00:00,1486,7.95,4.5
2951,6,2019-10-20 17:00:00,view,168.0,jewelery,3.9,8,8,2019-10-01 11:00:00,2019-10-27 12:00:00,1554,168.0,3.8999999999999995
3473,14,2019-10-10 17:00:00,view,999.99,electronics,2.2,12,12,2019-10-02 09:00:00,2019-10-24 10:00:00,1521,999.99,2.2
3532,5,2019-10-16 18:00:00,view,695.0,jewelery,4.6,3,3,2019-10-16 18:00:00,2019-10-29 02:00:00,1438,695.0,4.6
3383,19,2019-10-29 03:00:00,cart,7.95,women's clothing,4.5,6,6,2019-10-13 06:00:00,2019-10-31 03:00:00,1486,7.95,4.5
1983,1,2019-10-08 17:00:00,view,109.95,men's clothing,3.9,7,7,2019-10-05 02:00:00,2019-10-31 18:00:00,1465,109.95,3.9
2167,10,2019-10-13 17:00:00,view,109.0,electronics,2.9,7,7,2019-10-03 18:00:00,2019-10-30 11:00:00,1560,109.0,2.9
1245,3,2019-10-24 10:00:00,view,55.99,men's clothing,4.7,3,3,2019-10-07 20:00:00,2019-10-30 22:00:00,1510,55.99000000000001,4.7
1613,11,2019-10-08 02:00:00,view,109.0,electronics,4.8,8,8,2019-10-01 03:00:00,2019-10-20 03:00:00,1511,109.0,4.8
4213,14,2019-10-03 09:00:00,view,999.99,electronics,2.2,5,5,2019-10-03 09:00:00,2019-10-28 15:00:00,1521,999.99,2.2
3128,7,2019-10-09 23:00:00,view,9.99,jewelery,3.0,8,8,2019-10-06 06:00:00,2019-10-24 18:00:00,1486,9.99,3.0
4221,1,2019-10-05 23:00:00,view,109.95,men's clothing,3.9,8,8,2019-10-03 11:00:00,2019-10-31 15:00:00,1465,109.95,3.9
1909,9,2019-10-29 19:00:00,cart,64.0,electronics,3.3,8,8,2019-10-03 12:00:00,2019-10-29 19:00:00,1500,64.0,3.3
4504,14,2019-10-26 01:00:00,view,999.99,electronics,2.2,8,8,2019-10-01 15:00:00,2019-10-31 22:00:00,1521,999.99,2.2
1243,5,2019-10-20 15:00:00,view,695.0,jewelery,4.6,6,6,2019-10-13 03:00:00,2019-10-25 23:00:00,1438,695.0,4.6
3591,20,2019-10-28 00:00:00,view,12.99,women's clothing,3.6,9,9,2019-10-09 05:00:00,2019-10-30 17:00:00,1482,12.99,3.6
4237,8,2019-10-25 21:00:00,view,10.99,jewelery,1.9,10,10,2019-10-01 08:00:00,2019-10-30 20:00:00,1506,10.989999999999998,1.9000000000000001
2695,16,2019-10-06 18:00:00,view,29.95,women's clothing,2.9,7,7,2019-10-06 18:00:00,2019-10-28 13:00:00,1459,29.949999999999996,2.8999999999999995
710,6,2019-10-28 16:00:00,view,168.0,jewelery,3.9,6,6,2019-10-05 11:00:00,2019-10-28 16:00:00,1554,168.0,3.8999999999999995
1558,18,2019-10-17 17:00:00,view,9.85,women's clothing,4.7,5,5,2019-10-08 17:00:00,2019-10-24 08:00:00,1461,9.85,4.7
827,20,2019-10-26 00:00:00,view,12.99,women's clothing,3.6,8,8,2019-10-03 22:00:00,2019-10-26 00:00:00,1482,12.99,3.6
2446,6,2019-10-28 18:00:00,view,168.0,jewelery,3.9,6,6,2019-10-03 02:00:00,2019-10-30 20:00:00,1554,168.0,3.8999999999999995
93,12,2019-10-10 20:00:00,cart,114.0,electronics,4.8,6,6,2019-10-01 23:00:00,2019-10-20 16:00:00,1509,114.0,4.8
26,5,2019-10-04 09:00:00,view,695.0,jewelery,4.6,6,6,2019-10-04 09:00:00,2019-10-31 17:00:00,1438,695.0,4.6
3111,15,2019-10-08 01:00:00,cart,56.99,women's clothing,2.6,5,5,2019-10-08 01:00:00,2019-10-13 12:00:00,1485,56.99000000000001,2.6
4261,5,2019-10-14 05:00:00,cart,695.0,jewelery,4.6,5,5,2019-10-06 12:00:00,2019-10-25 10:00:00,1438,695.0,4.6
4544,5,2019-10-26 08:00:00,cart,695.0,jewelery,4.6,5,5,2019-10-11 09:00:00,2019-10-26 08:00:00,1438,695.0,4.6
2930,3,2019-10-27 16:00:00,view,55.99,men's clothing,4.7,5,5,2019-10-08 21:00:00,2019-10-27 16:00:00,1510,55.99000000000001,4.7
493,8,2019-10-01 05:00:00,cart,10.99,jewelery,1.9,11,11,2019-10-01 05:00:00,2019-10-27 21:00:00,1506,10.989999999999998,1.9000000000000001
4542,20,2019-10-16 19:00:00,view,12.99,women's clothing,3.6,3,3,2019-10-01 11:00:00,2019-10-24 10:00:00,1482,12.99,3.6
4764,2,2019-10-13 22:00:00,view,22.3,men's clothing,4.1,5,5,2019-10-07 15:00:00,2019-10-31 20:00:00,1565,22.3,4.1
3473,13,2019-10-07 21:00:00,view,599.0,electronics,2.9,12,12,2019-10-02 09:00:00,2019-10-24 10:00:00,1531,599.0,2.9
4876,20,2019-10-04 17:00:00,purchase,12.99,women's clothing,3.6,5,5,2019-10-04 17:00:00,2019-10-26 22:00:00,1482,12.99,3.6
3000,13,2019-10-11 11:00:00,view,599.0,electronics,2.9,13,13,2019-10-02 13:00:00,2019-10-31 01:00:00,1531,599.0,2.9
1280,10,2019-10-30 05:00:00,purchase,109.0,electronics,2.9,5,5,2019-10-01 00:00:00,2019-10-30 05:00:00,1560,109.0,2.9
3256,8,2019-10-11 00:00:00,view,10.99,jewelery,1.9,9,9,2019-10-01 00:00:00,2019-10-27 20:00:00,1506,10.989999999999998,1.9000000000000001
4509,2,2019-10-17 01:00:00,purchase,22.3,men's clothing,4.1,5,5,2019-10-01 17:00:00,2019-10-23 00:00:00,1565,22.3,4.1
901,7,2019-10-22 19:00:00,purchase,9.99,jewelery,3.0,5,5,2019-10-05 05:00:00,2019-10-22 19:00:00,1486,9.99,3.0
1655,11,2019-10-12 06:00:00,purchase,109.0,electronics,4.8,9,9,2019-10-01 07:00:00,2019-10-28 00:00:00,1511,109.0,4.8
1917,2,2019-10-31 03:00:00,view,22.3,men's clothing,4.1,4,4,2019-10-06 21:00:00,2019-10-31 03:00:00,1565,22.3,4.1
4237,19,2019-10-30 20:00:00,cart,7.95,women's clothing,4.5,10,10,2019-10-01 08:00:00,2019-10-30 20:00:00,1486,7.95,4.5
2477,4,2019-10-08 19:00:00,purchase,15.99,men's clothing,2.1,8,8,2019-10-06 12:00:00,2019-10-23 10:00:00,1449,15.990000000000002,2.1
3657,12,2019-10-16 09:00:00,view,114.0,electronics,4.8,7,7,2019-10-04 18:00:00,2019-10-31 21:00:00,1509,114.0,4.8
4567,15,2019-10-10 07:00:00,view,56.99,women's clothing,2.6,9,9,2019-10-06 06:00:00,2019-10-30 18:00:00,1485,56.99000000000001,2.6
4987,7,2019-10-09 19:00:00,cart,9.99,jewelery,3.0,4,4,2019-10-05 14:00:00,2019-10-12 07:00:00,1486,9.99,3.0
2704,12,2019-10-02 03:00:00,view,114.0,electronics,4.8,9,9,2019-10-02 00:00:00,2019-10-24 20:00:00,1509,114.0,4.8
1269,8,2019-10-19 21:00:00,cart,10.99,jewelery,1.9,9,9,2019-10-02 00:00:00,2019-10-31 10:00:00,1506,10.989999999999998,1.9000000000000001
2736,9,2019-10-16 13:00:00,view,64.0,electronics,3.3,6,6,2019-10-02 23:00:00,2019-10-23 13:00:00,1500,64.0,3.3
2769,6,2019-10-02 14:00:00,view,168.0,jewelery,3.9,7,7,2019-10-02 14:00:00,2019-10-23 05:00:00,1554,168.0,3.8999999999999995
4243,19,2019-10-09 15:00:00,view,7.95,women's clothing,4.5,6,6,2019-10-07 12:00:00,2019-10-25 08:00:00,1486,7.95,4.5
2021,16,2019-10-29 03:00:00,view,29.95,women's clothing,2.9,6,6,2019-10-06 12:00:00,2019-10-29 03:00:00,1459,29.949999999999996,2.8999999999999995
365,19,2019-10-08 10:00:00,view,7.95,women's clothing,4.5,6,6,2019-10-08 10:00:00,2019-10-31 03:00:00,1486,7.95,4.5
3247,4,2019-10-05 11:00:00,cart,15.99,men's clothing,2.1,7,7,2019-10-05 11:00:00,2019-10-26 07:00:00,1449,15.990000000000002,2.1
57,11,2019-10-16 04:00:00,view,109.0,electronics,4.8,4,4,2019-10-06 08:00:00,2019-10-27 19:00:00,1511,109.0,4.8
2313,16,2019-10-31 13:00:00,cart,29.95,women's clothing,2.9,3,3,2019-10-19 12:00:00,2019-10-31 13:00:00,1459,29.949999999999996,2.8999999999999995
655,9,2019-10-08 12:00:00,cart,64.0,electronics,3.3,14,14,2019-10-02 18:00:00,2019-10-29 05:00:00,1500,64.0,3.3
2796,9,2019-10-21 20:00:00,view,64.0,electronics,3.3,10,10,2019-10-01 20:00:00,2019-10-27 13:00:00,1500,64.0,3.3
1563,15,2019-10-24 14:00:00,view,56.99,women's clothing,2.6,7,7,2019-10-01 00:00:00,2019-10-24 23:00:00,1485,56.99000000000001,2.6
1197,11,2019-10-08 08:00:00,view,109.0,electronics,4.8,7,7,2019-10-08 08:00:00,2019-10-31 18:00:00,1511,109.0,4.8
2037,14,2019-10-23 13:00:00,view,999.99,electronics,2.2,7,7,2019-10-02 08:00:00,2019-10-24 20:00:00,1521,999.99,2.2
4102,11,2019-10-12 09:00:00,view,109.0,electronics,4.8,4,4,2019-10-12 09:00:00,2019-10-29 04:00:00,1511,109.0,4.8
3623,7,2019-10-20 14:00:00,view,9.99,jewelery,3.0,5,5,2019-10-03 00:00:00,2019-10-30 01:00:00,1486,9.99,3.0
2064,19,2019-10-20 15:00:00,purchase,7.95,women's clothing,4.5,5,5,2019-10-14 13:00:00,2019-10-24 17:00:00,1486,7.95,4.5
4864,17,2019-10-17 14:00:00,view,39.99,women's clothing,3.8,11,11,2019-10-05 04:00:00,2019-10-31 21:00:00,1520,39.99,3.8
3869,19,2019-10-03 19:00:00,view,7.95,women's clothing,4.5,6,6,2019-10-03 03:00:00,2019-10-21 10:00:00,1486,7.95,4.5
2273,1,2019-10-26 21:00:00,purchase,109.95,men's clothing,3.9,5,5,2019-10-08 04:00:00,2019-10-26 21:00:00,1465,109.95,3.9
1106,7,2019-10-10 22:00:00,cart,9.99,jewelery,3.0,7,7,2019-10-01 19:00:00,2019-10-31 08:00:00,1486,9.99,3.0
2916,10,2019-10-06 18:00:00,cart,109.0,electronics,2.9,7,7,2019-10-02 17:00:00,2019-10-29 01:00:00,1560,109.0,2.9
4353,17,2019-10-02 06:00:00,cart,39.99,women's clothing,3.8,10,10,2019-10-01 14:00:00,2019-10-26 16:00:00,1520,39.99,3.8
4237,7,2019-10-19 07:00:00,view,9.99,jewelery,3.0,10,10,2019-10-01 08:00:00,2019-10-30 20:00:00,1486,9.99,3.0
4998,12,2019-10-22 00:00:00,cart,114.0,electronics,4.8,7,7,2019-10-08 10:00:00,2019-10-27 17:00:00,1509,114.0,4.8
3604,4,2019-10-01 12:00:00,purchase,15.99,men's clothing,2.1,7,7,2019-10-01 12:00:00,2019-10-22 09:00:00,1449,15.990000000000002,2.1
3174,9,2019-10-16 20:00:00,view,64.0,electronics,3.3,5,5,2019-10-16 20:00:00,2019-10-30 07:00:00,1500,64.0,3.3
638,2,2019-10-08 00:00:00,view,22.3,men's clothing,4.1,8,8,2019-10-03 15:00:00,2019-10-18 08:00:00,1565,22.3,4.1
3015,16,2019-10-21 00:00:00,view,29.95,women's clothing,2.9,8,8,2019-10-04 02:00:00,2019-10-28 10:00:00,1459,29.949999999999996,2.8999999999999995
4645,16,2019-10-06 09:00:00,view,29.95,women's clothing,2.9,5,5,2019-10-02 07:00:00,2019-10-31 22:00:00,1459,29.949999999999996,2.8999999999999995
462,20,2019-10-22 10:00:00,view,12.99,women's clothing,3.6,9,9,2019-10-03 19:00:00,2019-10-27 10:00:00,1482,12.99,3.6
3022,11,2019-10-12 23:00:00,cart,109.0,electronics,4.8,8,8,2019-10-04 08:00:00,2019-10-25 16:00:00,1511,109.0,4.8
4001,20,2019-10-30 00:00:00,view,12.99,women's clothing,3.6,3,3,2019-10-25 14:00:00,2019-10-30 00:00:00,1482,12.99,3.6
3272,10,2019-10-05 06:00:00,view,109.0,electronics,2.9,10,10,2019-10-02 10:00:00,2019-10-23 23:00:00,1560,109.0,2.9
1371,8,2019-10-11 13:00:00,view,10.99,jewelery,1.9,9,9,2019-10-08 05:00:00,2019-10-31 04:00:00,1506,10.989999999999998,1.9000000000000001
