user_id,product_id,event_time,event_type,price,category,rating
4542,20,2019-10-16 19:00:00,view,12.99,women's clothing,"{'rate': 3.6, 'count': 145}"
4764,2,2019-10-13 22:00:00,view,22.3,men's clothing,"{'rate': 4.1, 'count': 259}"
3473,13,2019-10-07 21:00:00,view,599.0,electronics,"{'rate': 2.9, 'count': 250}"
4876,20,2019-10-04 17:00:00,purchase,12.99,women's clothing,"{'rate': 3.6, 'count': 145}"
3000,13,2019-10-11 11:00:00,view,599.0,electronics,"{'rate': 2.9, 'count': 250}"
1280,10,2019-10-30 05:00:00,purchase,109.0,electronics,"{'rate': 2.9, 'count': 470}"
3256,8,2019-10-11 00:00:00,view,10.99,jewelery,"{'rate': 1.9, 'count': 100}"
4509,2,2019-10-17 01:00:00,purchase,22.3,men's clothing,"{'rate': 4.1, 'count': 259}"
901,7,2019-10-22 19:00:00,purchase,9.99,jewelery,"{'rate': 3, 'count': 400}"
1655,11,2019-10-12 06:00:00,purchase,109.0,electronics,"{'rate': 4.8, 'count': 319}"
1917,2,2019-10-31 03:00:00,view,22.3,men's clothing,"{'rate': 4.1, 'count': 259}"
4237,19,2019-10-30 20:00:00,cart,7.95,women's clothing,"{'rate': 4.5, 'count': 146}"
2477,4,2019-10-08 19:00:00,purchase,15.99,men's clothing,"{'rate': 2.1, 'count': 430}"
3657,12,2019-10-16 09:00:00,view,114.0,electronics,"{'rate': 4.8, 'count': 400}"
4567,15,2019-10-10 07:00:00,view,56.99,women's clothing,"{'rate': 2.6, 'count': 235}"
4987,7,2019-10-09 19:00:00,cart,9.99,jewelery,"{'rate': 3, 'count': 400}"
2704,12,2019-10-02 03:00:00,view,114.0,electronics,"{'rate': 4.8, 'count': 400}"
1269,8,2019-10-19 21:00:00,cart,10.99,jewelery,"{'rate': 1.9, 'count': 100}"
2736,9,2019-10-16 13:00:00,view,64.0,electronics,"{'rate': 3.3, 'count': 203}"
2769,6,2019-10-02 14:00:00,view,168.0,jewelery,"{'rate': 3.9, 'count': 70}"
4243,19,2019-10-09 15:00:00,view,7.95,women's clothing,"{'rate': 4.5, 'count': 146}"
2021,16,2019-10-29 03:00:00,view,29.95,women's clothing,"{'rate': 2.9, 'count': 340}"
365,19,2019-10-08 10:00:00,view,7.95,women's clothing,"{'rate': 4.5, 'count': 146}"
3247,4,2019-10-05 11:00:00,cart,15.99,men's clothing,"{'rate': 2.1, 'count': 430}"
57,11,2019-10-16 04:00:00,view,109.0,electronics,"{'rate': 4.8, 'count': 319}"
2313,16,2019-10-31 13:00:00,cart,29.95,women's clothing,"{'rate': 2.9, 'count': 340}"
655,9,2019-10-08 12:00:00,cart,64.0,electronics,"{'rate': 3.3, 'count': 203}"
2796,9,2019-10-21 20:00:00,view,64.0,electronics,"{'rate': 3.3, 'count': 203}"
1563,15,2019-10-24 14:00:00,view,56.99,women's clothing,"{'rate': 2.6, 'count': 235}"
1197,11,2019-10-08 08:00:00,view,109.0,electronics,"{'rate': 4.8, 'count': 319}"
2037,14,2019-10-23 13:00:00,view,999.99,electronics,"{'rate': 2.2, 'count': 140}"
4102,11,2019-10-12 09:00:00,view,109.0,electronics,"{'rate': 4.8, 'count': 319}"
3623,7,2019-10-20 14:00:00,view,9.99,jewelery,"{'rate': 3, 'count': 400}"
2064,19,2019-10-20 15:00:00,purchase,7.95,women's clothing,"{'rate': 4.5, 'count': 146}"
4864,17,2019-10-17 14:00:00,view,39.99,women's clothing,"{'rate': 3.8, 'count': 679}"
3869,19,2019-10-03 19:00:00,view,7.95,women's clothing,"{'rate': 4.5, 'count': 146}"
2273,1,2019-10-26 21:00:00,purchase,109.95,men's clothing,"{'rate': 3.9, 'count': 120}"
1106,7,2019-10-10 22:00:00,cart,9.99,jewelery,"{'rate': 3, 'count': 400}"
2916,10,2019-10-06 18:00:00,cart,109.0,electronics,"{'rate': 2.9, 'count': 470}"
4353,17,2019-10-02 06:00:00,cart,39.99,women's clothing,"{'rate': 3.8, 'count': 679}"
4237,7,2019-10-19 07:00:00,view,9.99,jewelery,"{'rate': 3, 'count': 400}"
4998,12,2019-10-22 00:00:00,cart,114.0,electronics,"{'rate': 4.8, 'count': 400}"
3604,4,2019-10-01 12:00:00,purchase,15.99,men's clothing,"{'rate': 2.1, 'count': 430}"
3174,9,2019-10-16 20:00:00,view,64.0,electronics,"{'rate': 3.3, 'count': 203}"
638,2,2019-10-08 00:00:00,view,22.3,men's clothing,"{'rate': 4.1, 'count': 259}"
3015,16,2019-10-21 00:00:00,view,29.95,women's clothing,"{'rate': 2.9, 'count': 340}"
4645,16,2019-10-06 09:00:00,view,29.95,women's clothing,"{'rate': 2.9, 'count': 340}"
462,20,2019-10-22 10:00:00,view,12.99,women's clothing,"{'rate': 3.6, 'count': 145}"
3022,11,2019-10-12 23:00:00,cart,109.0,electronics,"{'rate': 4.8, 'count': 319}"
4001,20,2019-10-30 00:00:00,view,12.99,women's clothing,"{'rate': 3.6, 'count': 145}"
3272,10,2019-10-05 06:00:00,view,109.0,electronics,"{'rate': 2.9, 'count': 470}"
1371,8,2019-10-11 13:00:00,view,10.99,jewelery,"{'rate': 1.9, 'count': 100}"
2426,15,2019-10-04 12:00:00,cart,56.99,women's clothing,"{'rate': 2.6, 'count': 235}"
3476,3,2019-10-29 15:00:00,view,55.99,men's clothing,"{'rate': 4.7, 'count': 500}"
2438,14,2019-10-28 04:00:00,view,999.99,electronics,"{'rate': 2.2, 'count': 140}"
3969,1,2019-10-08 23:00:00,cart,109.95,men's clothing,"{'rate': 3.9, 'count': 120}"
521,5,2019-10-21 11:00:00,view,695.0,jewelery,"{'rate': 4.6, 'count': 400}"
4151,8,2019-10-26 08:00:00,view,10.99,jewelery,"{'rate': 1.9, 'count': 100}"
4128,9,2019-10-18 05:00:00,view,64.0,electronics,"{'rate': 3.3, 'count': 203}"
2913,17,2019-10-17 10:00:00,cart,39.99,women's clothing,"{'rate': 3.8, 'count': 679}"
2578,1,2019-10-08 11:00:00,cart,109.95,men's clothing,"{'rate': 3.9, 'count': 120}"
2853,10,2019-10-03 21:00:00,view,109.0,electronics,"{'rate': 2.9, 'count': 470}"
3263,12,2019-10-28 19:00:00,view,114.0,electronics,"{'rate': 4.8, 'count': 400}"
2835,15,2019-10-28 21:00:00,cart,56.99,women's clothing,"{'rate': 2.6, 'count': 235}"
4449,5,2019-10-20 15:00:00,cart,695.0,jewelery,"{'rate': 4.6, 'count': 400}"
2188,20,2019-10-11 12:00:00,cart,12.99,women's clothing,"{'rate': 3.6, 'count': 145}"
2246,16,2019-10-11 19:00:00,cart,29.95,women's clothing,"{'rate': 2.9, 'count': 340}"
392,15,2019-10-23 12:00:00,view,56.99,women's clothing,"{'rate': 2.6, 'count': 235}"
2531,17,2019-10-28 19:00:00,cart,39.99,women's clothing,"{'rate': 3.8, 'count': 679}"
1820,1,2019-10-28 11:00:00,cart,109.95,men's clothing,"{'rate': 3.9, 'count': 120}"
1116,4,2019-10-25 04:00:00,cart,15.99,men's clothing,"{'rate': 2.1, 'count': 430}"
344,7,2019-10-20 21:00:00,purchase,9.99,jewelery,"{'rate': 3, 'count': 400}"
355,5,2019-10-03 14:00:00,view,695.0,jewelery,"{'rate': 4.6, 'count': 400}"
3152,2,2019-10-06 00:00:00,purchase,22.3,men's clothing,"{'rate': 4.1, 'count': 259}"
4625,19,2019-10-28 20:00:00,cart,7.95,women's clothing,"{'rate': 4.5, 'count': 146}"
2611,9,2019-10-19 19:00:00,cart,64.0,electronics,"{'rate': 3.3, 'count': 203}"
3511,17,2019-10-01 06:00:00,view,39.99,women's clothing,"{'rate': 3.8, 'count': 679}"
2631,1,2019-10-04 03:00:00,cart,109.95,men's clothing,"{'rate': 3.9, 'count': 120}"
2611,17,2019-10-21 13:00:00,cart,39.99,women's clothing,"{'rate': 3.8, 'count': 679}"
835,16,2019-10-01 03:00:00,view,29.95,women's clothing,"{'rate': 2.9, 'count': 340}"
18,3,2019-10-05 23:00:00,cart,55.99,men's clothing,"{'rate': 4.7, 'count': 500}"
3281,13,2019-10-18 00:00:00,cart,599.0,electronics,"{'rate': 2.9, 'count': 250}"
160,5,2019-10-22 10:00:00,view,695.0,jewelery,"{'rate': 4.6, 'count': 400}"
4171,12,2019-10-21 05:00:00,view,114.0,electronics,"{'rate': 4.8, 'count': 400}"
3788,3,2019-10-07 22:00:00,view,55.99,men's clothing,"{'rate': 4.7, 'count': 500}"
1710,7,2019-10-23 01:00:00,view,9.99,jewelery,"{'rate': 3, 'count': 400}"
676,18,2019-10-08 08:00:00,view,9.85,women's clothing,"{'rate': 4.7, 'count': 130}"
76,20,2019-10-11 02:00:00,view,12.99,women's clothing,"{'rate': 3.6, 'count': 145}"
3387,10,2019-10-24 03:00:00,view,109.0,electronics,"{'rate': 2.9, 'count': 470}"
2260,6,2019-10-21 03:00:00,view,168.0,jewelery,"{'rate': 3.9, 'count': 70}"
3754,15,2019-10-27 07:00:00,view,56.99,women's clothing,"{'rate': 2.6, 'count': 235}"
323,17,2019-10-21 09:00:00,cart,39.99,women's clothing,"{'rate': 3.8, 'count': 679}"
4840,2,2019-10-18 14:00:00,view,22.3,men's clothing,"{'rate': 4.1, 'count': 259}"
4344,1,2019-10-03 21:00:00,cart,109.95,men's clothing,"{'rate': 3.9, 'count': 120}"
682,4,2019-10-12 09:00:00,view,15.99,men's clothing,"{'rate': 2.1, 'count': 430}"
3256,11,2019-10-09 05:00:00,view,109.0,electronics,"{'rate': 4.8, 'count': 319}"
139,16,2019-10-08 13:00:00,view,29.95,women's clothing,"{'rate': 2.9, 'count': 340}"
2217,4,2019-10-31 03:00:00,cart,15.99,men's clothing,"{'rate': 2.1, 'count': 430}"
4900,2,2019-10-13 04:00:00,cart,22.3,men's clothing,"{'rate': 4.1, 'count': 259}"
4731,14,2019-10-28 15:00:00,cart,999.99,electronics,"{'rate': 2.2, 'count': 140}"
1343,16,2019-10-20 13:00:00,view,29.95,women's clothing,"{'rate': 2.9, 'count': 340}"
3160,11,2019-10-25 15:00:00,cart,109.0,electronics,"{'rate': 4.8, 'count': 319}"
2873,4,2019-10-16 13:00:00,view,15.99,men's clothing,"{'rate': 2.1, 'count': 430}"
386,19,2019-10-18 21:00:00,cart,7.95,women's clothing,"{'rate': 4.5, 'count': 146}"
285,20,2019-10-16 06:00:00,view,12.99,women's clothing,"{'rate': 3.6, 'count': 145}"
2875,6,2019-10-07 01:00:00,view,168.0,jewelery,"{'rate': 3.9, 'count': 70}"
297,11,2019-10-23 09:00:00,view,109.0,electronics,"{'rate': 4.8, 'count': 319}"
2902,17,2019-10-09 16:00:00,cart,39.99,women's clothing,"{'rate': 3.8, 'count': 679}"
4137,1,2019-10-01 18:00:00,view,109.95,men's clothing,"{'rate': 3.9, 'count': 120}"
2299,19,2019-10-21 00:00:00,view,7.95,women's clothing,"{'rate': 4.5, 'count': 146}"
139,9,2019-10-06 11:00:00,view,64.0,electronics,"{'rate': 3.3, 'count': 203}"
2296,14,2019-10-30 03:00:00,purchase,999.99,electronics,"{'rate': 2.2, 'count': 140}"
1406,9,2019-10-30 13:00:00,view,64.0,electronics,"{'rate': 3.3, 'count': 203}"
4052,14,2019-10-29 08:00:00,cart,999.99,electronics,"{'rate': 2.2, 'count': 140}"
3947,13,2019-10-12 11:00:00,purchase,599.0,electronics,"{'rate': 2.9, 'count': 250}"
1743,14,2019-10-01 11:00:00,purchase,999.99,electronics,"{'rate': 2.2, 'count': 140}"
3204,18,2019-10-29 18:00:00,cart,9.85,women's clothing,"{'rate': 4.7, 'count': 130}"
756,16,2019-10-14 06:00:00,cart,29.95,women's clothing,"{'rate': 2.9, 'count': 340}"
2079,10,2019-10-30 23:00:00,view,109.0,electronics,"{'rate': 2.9, 'count': 470}"
4829,1,2019-10-30 20:00:00,view,109.95,men's clothing,"{'rate': 3.9, 'count': 120}"
1822,5,2019-10-27 10:00:00,cart,695.0,jewelery,"{'rate': 4.6, 'count': 400}"
3677,13,2019-10-10 03:00:00,view,599.0,electronics,"{'rate': 2.9, 'count': 250}"
3604,5,2019-10-12 22:00:00,view,695.0,jewelery,"{'rate': 4.6, 'count': 400}"
1481,14,2019-10-27 09:00:00,cart,999.99,electronics,"{'rate': 2.2, 'count': 140}"
1269,4,2019-10-10 19:00:00,view,15.99,men's clothing,"{'rate': 2.1, 'count': 430}"
3342,6,2019-10-06 06:00:00,cart,168.0,jewelery,"{'rate': 3.9, 'count': 70}"
4600,14,2019-10-18 06:00:00,cart,999.99,electronics,"{'rate': 2.2, 'count': 140}"
1969,15,2019-10-30 00:00:00,view,56.99,women's clothing,"{'rate': 2.6, 'count': 235}"
3281,9,2019-10-22 13:00:00,view,64.0,electronics,"{'rate': 3.3, 'count': 203}"
3665,12,2019-10-18 16:00:00,view,114.0,electronics,"{'rate': 4.8, 'count': 400}"
442,9,2019-10-04 00:00:00,purchase,64.0,electronics,"{'rate': 3.3, 'count': 203}"
1789,13,2019-10-20 01:00:00,view,599.0,electronics,"{'rate': 2.9, 'count': 250}"
2858,12,2019-10-31 16:00:00,view,114.0,electronics,"{'rate': 4.8, 'count': 400}"
348,18,2019-10-05 08:00:00,cart,9.85,women's clothing,"{'rate': 4.7, 'count': 130}"
2661,14,2019-10-17 01:00:00,view,999.99,electronics,"{'rate': 2.2, 'count': 140}"
813,5,2019-10-28 04:00:00,view,695.0,jewelery,"{'rate': 4.6, 'count': 400}"
533,14,2019-10-23 23:00:00,view,999.99,electronics,"{'rate': 2.2, 'count': 140}"
4033,10,2019-10-22 14:00:00,view,109.0,electronics,"{'rate': 2.9, 'count': 470}"
1604,15,2019-10-22 18:00:00,view,56.99,women's clothing,"{'rate': 2.6, 'count': 235}"
3813,13,2019-10-12 03:00:00,cart,599.0,electronics,"{'rate': 2.9, 'count': 250}"
2559,14,2019-10-10 02:00:00,view,999.99,electronics,"{'rate': 2.2, 'count': 140}"
1972,9,2019-10-26 02:00:00,view,64.0,electronics,"{'rate': 3.3, 'count': 203}"
3184,6,2019-10-26 02:00:00,view,168.0,jewelery,"{'rate': 3.9, 'count': 70}"
3137,12,2019-10-27 21:00:00,view,114.0,electronics,"{'rate': 4.8, 'count': 400}"
2788,1,2019-10-29 07:00:00,purchase,109.95,men's clothing,"{'rate': 3.9, 'count': 120}"
254,7,2019-10-16 20:00:00,view,9.99,jewelery,"{'rate': 3, 'count': 400}"
2979,8,2019-10-16 13:00:00,purchase,10.99,jewelery,"{'rate': 1.9, 'count': 100}"
2156,16,2019-10-25 17:00:00,view,29.95,women's clothing,"{'rate': 2.9, 'count': 340}"
64,6,2019-10-21 03:00:00,cart,168.0,jewelery,"{'rate': 3.9, 'count': 70}"
4312,10,2019-10-22 18:00:00,view,109.0,electronics,"{'rate': 2.9, 'count': 470}"
2647,1,2019-10-25 16:00:00,view,109.95,men's clothing,"{'rate': 3.9, 'count': 120}"
90,20,2019-10-28 14:00:00,view,12.99,women's clothing,"{'rate': 3.6, 'count': 145}"
546,6,2019-10-11 11:00:00,cart,168.0,jewelery,"{'rate': 3.9, 'count': 70}"
