event_time,event_type,product_id,user_id,price,category
2019-10-27 18:00:00,cart,6,114,87.92,Clothing
2019-10-20 07:00:00,purchase,1,4443,278.46,Books
2019-10-11 06:00:00,cart,14,3495,33.52,Books
2019-10-02 23:00:00,view,5,4442,156.17,Books
2019-10-10 15:00:00,view,13,1029,147.65,Home
2019-10-11 01:00:00,view,5,4110,121.18,Books
2019-10-23 14:00:00,cart,15,1123,237.25,Clothing
2019-10-20 18:00:00,view,3,4352,277.55,Home
2019-10-28 12:00:00,purchase,4,2677,299.21,Clothing
2019-10-15 15:00:00,view,3,736,45.59,Home
2019-10-04 16:00:00,cart,20,4525,22.43,Electronics
2019-10-23 02:00:00,cart,12,4548,89.84,Clothing
2019-10-24 14:00:00,view,14,534,207.93,Electronics
2019-10-18 09:00:00,cart,6,3853,127.31,Clothing
2019-10-24 21:00:00,purchase,19,328,145.11,Clothing
2019-10-16 07:00:00,purchase,5,1638,299.83,Electronics
2019-10-17 04:00:00,cart,17,430,152.49,Home
2019-10-14 06:00:00,view,19,4297,275.45,Clothing
2019-10-01 18:00:00,cart,18,954,129.38,Books
2019-10-04 08:00:00,cart,12,4508,137.64,Books
2019-10-01 23:00:00,view,18,4225,233.73,Home
2019-10-20 17:00:00,view,5,2951,271.42,Clothing
2019-10-10 17:00:00,view,13,3473,245.75,Electronics
2019-10-16 18:00:00,view,4,3532,146.72,Books
2019-10-29 03:00:00,cart,18,3383,212.43,Clothing
2019-10-08 17:00:00,view,20,1983,86.49,Clothing
2019-10-13 17:00:00,view,9,2167,32.38,Clothing
2019-10-24 10:00:00,view,2,1245,55.83,Clothing
2019-10-08 02:00:00,view,10,1613,16.98,Home
2019-10-03 09:00:00,view,13,4213,138.91,Electronics
2019-10-09 23:00:00,view,6,3128,200.14,Electronics
2019-10-05 23:00:00,view,20,4221,19.69,Electronics
2019-10-29 19:00:00,cart,8,1909,25.03,Electronics
2019-10-26 01:00:00,view,13,4504,161.04,Home
2019-10-20 15:00:00,view,4,1243,282.48,Electronics
2019-10-28 00:00:00,view,19,3591,51.0,Home
2019-10-25 21:00:00,view,7,4237,206.77,Clothing
2019-10-06 18:00:00,view,15,2695,199.79,Books
2019-10-28 16:00:00,view,5,710,98.72,Home
2019-10-17 17:00:00,view,17,1558,32.01,Electronics
2019-10-26 00:00:00,view,19,827,186.66,Electronics
2019-10-28 18:00:00,view,5,2446,138.54,Books
2019-10-10 20:00:00,cart,11,93,100.47,Electronics
2019-10-04 09:00:00,view,4,26,236.23,Home
2019-10-08 01:00:00,cart,14,3111,127.43,Clothing
2019-10-14 05:00:00,cart,4,4261,188.95,Electronics
2019-10-26 08:00:00,cart,4,4544,84.31,Books
2019-10-27 16:00:00,view,2,2930,32.71,Books
2019-10-01 05:00:00,cart,7,493,54.99,Electronics
2019-10-16 19:00:00,view,19,4542,116.61,Clothing
2019-10-13 22:00:00,view,1,4764,222.8,Books
2019-10-07 21:00:00,view,12,3473,179.84,Clothing
2019-10-04 17:00:00,purchase,19,4876,119.1,Books
2019-10-11 11:00:00,view,12,3000,147.54,Electronics
2019-10-30 05:00:00,purchase,9,1280,178.68,Electronics
2019-10-11 00:00:00,view,7,3256,59.07,Books
2019-10-17 01:00:00,purchase,1,4509,88.82,Clothing
2019-10-22 19:00:00,purchase,6,901,90.19,Home
2019-10-12 06:00:00,purchase,10,1655,39.88,Clothing
2019-10-31 03:00:00,view,1,1917,67.94,Electronics
2019-10-30 20:00:00,cart,18,4237,172.19,Clothing
2019-10-08 19:00:00,purchase,3,2477,75.63,Home
2019-10-16 09:00:00,view,11,3657,178.78,Books
2019-10-10 07:00:00,view,14,4567,16.96,Books
2019-10-09 19:00:00,cart,6,4987,60.4,Books
2019-10-02 03:00:00,view,11,2704,187.35,Home
2019-10-19 21:00:00,cart,7,1269,179.48,Home
2019-10-16 13:00:00,view,8,2736,89.95,Books
2019-10-02 14:00:00,view,5,2769,190.74,Clothing
2019-10-09 15:00:00,view,18,4243,58.11,Home
2019-10-29 03:00:00,view,15,2021,247.08,Books
2019-10-08 10:00:00,view,18,365,82.6,Electronics
2019-10-05 11:00:00,cart,3,3247,145.52,Home
2019-10-16 04:00:00,view,10,57,284.72,Electronics
2019-10-31 13:00:00,cart,15,2313,177.56,Books
2019-10-08 12:00:00,cart,8,655,228.16,Electronics
2019-10-21 20:00:00,view,8,2796,226.2,Electronics
2019-10-24 14:00:00,view,14,1563,120.6,Electronics
2019-10-08 08:00:00,view,10,1197,39.05,Electronics
2019-10-23 13:00:00,view,13,2037,108.76,Electronics
2019-10-12 09:00:00,view,10,4102,19.8,Electronics
2019-10-20 14:00:00,view,6,3623,86.62,Clothing
2019-10-20 15:00:00,purchase,18,2064,20.52,Books
2019-10-17 14:00:00,view,16,4864,131.67,Home
2019-10-03 19:00:00,view,18,3869,12.62,Electronics
2019-10-26 21:00:00,purchase,20,2273,230.6,Books
2019-10-10 22:00:00,cart,6,1106,289.29,Books
2019-10-06 18:00:00,cart,9,2916,19.18,Electronics
2019-10-02 06:00:00,cart,16,4353,177.57,Home
2019-10-19 07:00:00,view,6,4237,88.43,Home
2019-10-22 00:00:00,cart,11,4998,161.88,Home
2019-10-01 12:00:00,purchase,3,3604,283.51,Clothing
2019-10-16 20:00:00,view,8,3174,231.93,Home
2019-10-08 00:00:00,view,1,638,226.43,Home
2019-10-21 00:00:00,view,15,3015,95.09,Books
2019-10-06 09:00:00,view,15,4645,240.98,Home
2019-10-22 10:00:00,view,19,462,39.72,Home
2019-10-12 23:00:00,cart,10,3022,215.17,Clothing
2019-10-30 00:00:00,view,19,4001,127.21,Electronics
2019-10-05 06:00:00,view,9,3272,136.8,Clothing
2019-10-11 13:00:00,view,7,1371,152.05,Books
2019-10-04 12:00:00,cart,14,2426,232.79,Home
2019-10-29 15:00:00,view,2,3476,100.34,Books
2019-10-28 04:00:00,view,13,2438,103.81,Books
2019-10-08 23:00:00,cart,20,3969,160.9,Clothing
2019-10-21 11:00:00,view,4,521,87.66,Electronics
2019-10-26 08:00:00,view,7,4151,139.37,Home
2019-10-18 05:00:00,view,8,4128,201.5,Clothing
2019-10-17 10:00:00,cart,16,2913,297.06,Books
2019-10-08 11:00:00,cart,20,2578,85.98,Books
2019-10-03 21:00:00,view,9,2853,86.02,Electronics
2019-10-28 19:00:00,view,11,3263,124.29,Clothing
2019-10-28 21:00:00,cart,14,2835,201.13,Home
2019-10-20 15:00:00,cart,4,4449,278.61,Books
2019-10-11 12:00:00,cart,19,2188,285.22,Home
2019-10-11 19:00:00,cart,15,2246,108.03,Books
2019-10-23 12:00:00,view,14,392,131.01,Electronics
2019-10-28 19:00:00,cart,16,2531,136.54,Clothing
2019-10-28 11:00:00,cart,20,1820,111.18,Clothing
2019-10-25 04:00:00,cart,3,1116,101.47,Electronics
2019-10-20 21:00:00,purchase,6,344,30.7,Electronics
2019-10-03 14:00:00,view,4,355,168.08,Books
2019-10-06 00:00:00,purchase,1,3152,202.08,Home
2019-10-28 20:00:00,cart,18,4625,297.56,Clothing
2019-10-19 19:00:00,cart,8,2611,189.56,Home
2019-10-01 06:00:00,view,16,3511,187.03,Home
2019-10-04 03:00:00,cart,20,2631,117.41,Electronics
2019-10-21 13:00:00,cart,16,2611,26.68,Electronics
2019-10-01 03:00:00,view,15,835,188.11,Books
2019-10-05 23:00:00,cart,2,18,46.41,Books
2019-10-18 00:00:00,cart,12,3281,225.74,Electronics
2019-10-22 10:00:00,view,4,160,228.7,Electronics
2019-10-21 05:00:00,view,11,4171,40.48,Books
2019-10-07 22:00:00,view,2,3788,90.51,Clothing
2019-10-23 01:00:00,view,6,1710,247.77,Clothing
2019-10-08 08:00:00,view,17,676,289.03,Books
2019-10-11 02:00:00,view,19,76,221.86,Clothing
2019-10-24 03:00:00,view,9,3387,126.38,Clothing
2019-10-21 03:00:00,view,5,2260,249.89,Home
2019-10-27 07:00:00,view,14,3754,94.94,Home
2019-10-21 09:00:00,cart,16,323,261.22,Electronics
2019-10-18 14:00:00,view,1,4840,22.42,Home
2019-10-03 21:00:00,cart,20,4344,297.95,Clothing
2019-10-12 09:00:00,view,3,682,42.05,Electronics
2019-10-09 05:00:00,view,10,3256,275.4,Clothing
2019-10-08 13:00:00,view,15,139,257.24,Books
2019-10-31 03:00:00,cart,3,2217,95.03,Clothing
2019-10-13 04:00:00,cart,1,4900,144.08,Electronics
2019-10-28 15:00:00,cart,13,4731,72.2,Books
2019-10-20 13:00:00,view,15,1343,149.51,Electronics
2019-10-25 15:00:00,cart,10,3160,62.43,Books
2019-10-16 13:00:00,view,3,2873,94.86,Books
2019-10-18 21:00:00,cart,18,386,21.36,Clothing
2019-10-16 06:00:00,view,19,285,170.04,Clothing
2019-10-07 01:00:00,view,5,2875,219.83,Electronics
2019-10-23 09:00:00,view,10,297,68.67,Books
2019-10-09 16:00:00,cart,16,2902,187.52,Electronics
2019-10-01 18:00:00,view,20,4137,23.94,Home
2019-10-21 00:00:00,view,18,2299,34.2,Clothing
2019-10-06 11:00:00,view,8,139,167.89,Books
2019-10-30 03:00:00,purchase,13,2296,27.19,Electronics
2019-10-30 13:00:00,view,8,1406,142.59,Electronics
2019-10-29 08:00:00,cart,13,4052,28.58,Books
2019-10-12 11:00:00,purchase,12,3947,111.29,Clothing
2019-10-01 11:00:00,purchase,13,1743,265.39,Books
2019-10-29 18:00:00,cart,17,3204,226.46,Clothing
2019-10-14 06:00:00,cart,15,756,129.93,Electronics
2019-10-30 23:00:00,view,9,2079,111.58,Electronics
2019-10-30 20:00:00,view,20,4829,115.77,Books
2019-10-27 10:00:00,cart,4,1822,48.21,Home
2019-10-10 03:00:00,view,12,3677,123.29,Home
2019-10-12 22:00:00,view,4,3604,180.37,Electronics
2019-10-27 09:00:00,cart,13,1481,255.9,Books
2019-10-10 19:00:00,view,3,1269,207.94,Home
2019-10-06 06:00:00,cart,5,3342,195.01,Home
2019-10-18 06:00:00,cart,13,4600,29.49,Electronics
2019-10-30 00:00:00,view,14,1969,51.39,Electronics
2019-10-22 13:00:00,view,8,3281,37.39,Books
2019-10-18 16:00:00,view,11,3665,65.35,Electronics
2019-10-04 00:00:00,purchase,8,442,234.46,Books
2019-10-20 01:00:00,view,12,1789,189.91,Home
2019-10-31 16:00:00,view,11,2858,138.28,Clothing
2019-10-05 08:00:00,cart,17,348,13.36,Home
2019-10-17 01:00:00,view,13,2661,203.75,Home
2019-10-28 04:00:00,view,4,813,166.42,Home
2019-10-23 23:00:00,view,13,533,34.02,Books
2019-10-22 14:00:00,view,9,4033,213.22,Home
2019-10-22 18:00:00,view,14,1604,88.25,Electronics
2019-10-12 03:00:00,cart,12,3813,150.36,Electronics
2019-10-10 02:00:00,view,13,2559,102.44,Home
2019-10-26 02:00:00,view,8,1972,103.55,Books
2019-10-26 02:00:00,view,5,3184,27.12,Electronics
2019-10-27 21:00:00,view,11,3137,23.85,Home
2019-10-29 07:00:00,purchase,20,2788,235.56,Books
2019-10-16 20:00:00,view,6,254,10.95,Home
2019-10-16 13:00:00,purchase,7,2979,93.41,Clothing
2019-10-25 17:00:00,view,15,2156,285.87,Books
2019-10-21 03:00:00,cart,5,64,241.65,Home
2019-10-22 18:00:00,view,9,4312,160.33,Home
2019-10-25 16:00:00,view,20,2647,225.23,Clothing
2019-10-28 14:00:00,view,19,90,283.7,Clothing
2019-10-11 11:00:00,cart,5,546,282.56,Electronics
2019-10-12 15:00:00,view,13,1889,139.29,Books
2019-10-03 21:00:00,view,12,4536,103.5,Electronics
2019-10-18 22:00:00,cart,5,3089,226.96,Electronics
2019-10-02 02:00:00,view,7,4577,128.95,Home
2019-10-15 10:00:00,view,3,4751,54.89,Home
2019-10-17 19:00:00,cart,13,1725,66.19,Clothing
2019-10-09 21:00:00,view,11,4033,167.5,Electronics
2019-10-19 07:00:00,cart,10,4845,157.66,Electronics
2019-10-01 22:00:00,view,9,4773,144.37,Home
2019-10-02 03:00:00,view,6,1251,117.32,Electronics
2019-10-26 12:00:00,view,14,1274,104.28,Electronics
2019-10-12 03:00:00,purchase,10,1168,64.59,Electronics
2019-10-04 22:00:00,cart,17,3929,207.74,Home
2019-10-17 04:00:00,purchase,2,4442,155.9,Home
2019-10-24 20:00:00,view,2,3216,117.11,Home
2019-10-07 16:00:00,cart,4,108,235.44,Books
2019-10-20 07:00:00,view,7,523,193.4,Home
2019-10-03 15:00:00,view,20,3523,229.13,Electronics
2019-10-02 14:00:00,cart,4,3893,196.89,Clothing
2019-10-17 11:00:00,view,8,2256,191.25,Books
2019-10-17 18:00:00,view,14,519,129.43,Clothing
2019-10-20 18:00:00,view,20,732,91.5,Home
2019-10-23 12:00:00,cart,3,3955,77.02,Home
2019-10-31 06:00:00,view,11,1891,270.61,Clothing
2019-10-17 00:00:00,view,3,31,68.25,Clothing
2019-10-11 00:00:00,purchase,5,1257,205.12,Clothing
2019-10-25 15:00:00,view,16,3019,64.92,Books
2019-10-09 09:00:00,view,11,65,282.29,Home
2019-10-14 14:00:00,cart,1,61,66.85,Clothing
2019-10-03 10:00:00,cart,9,4793,257.91,Electronics
2019-10-01 18:00:00,view,5,94,281.19,Clothing
2019-10-30 20:00:00,cart,20,3678,70.0,Books
2019-10-26 21:00:00,view,11,1825,267.25,Electronics
2019-10-22 13:00:00,view,2,2188,41.74,Home
2019-10-13 16:00:00,view,10,2506,213.0,Books
2019-10-06 08:00:00,view,5,1207,157.0,Electronics
2019-10-05 20:00:00,view,17,1004,288.72,Electronics
2019-10-08 18:00:00,purchase,12,299,149.47,Electronics
2019-10-18 00:00:00,cart,3,618,29.85,Home
2019-10-23 03:00:00,purchase,7,497,46.61,Books
2019-10-21 11:00:00,cart,11,3686,103.22,Clothing
2019-10-09 16:00:00,view,11,223,146.0,Books
2019-10-30 14:00:00,view,12,2367,287.8,Clothing
2019-10-23 20:00:00,purchase,5,2005,150.45,Electronics
2019-10-18 04:00:00,cart,10,4946,279.71,Electronics
2019-10-19 23:00:00,purchase,12,1156,274.87,Electronics
2019-10-14 00:00:00,view,14,2994,58.93,Electronics
2019-10-08 16:00:00,view,1,2836,276.59,Clothing
2019-10-12 00:00:00,view,14,1684,84.0,Home
2019-10-24 11:00:00,view,7,28,252.67,Home
2019-10-01 10:00:00,view,10,77,292.83,Clothing
2019-10-04 14:00:00,view,12,4259,30.87,Electronics
2019-10-02 10:00:00,cart,6,914,207.61,Home
2019-10-02 06:00:00,view,16,417,133.61,Books
2019-10-27 12:00:00,view,10,2276,141.99,Books
2019-10-22 19:00:00,cart,20,4233,172.04,Clothing
2019-10-15 16:00:00,view,12,538,284.18,Clothing
2019-10-04 00:00:00,view,10,3073,193.32,Electronics
2019-10-16 05:00:00,view,10,3742,297.63,Electronics
2019-10-15 16:00:00,cart,11,3148,289.92,Electronics
2019-10-06 08:00:00,view,9,251,258.33,Books
2019-10-14 10:00:00,purchase,9,3471,212.75,Clothing
2019-10-13 08:00:00,view,12,3803,77.23,Home
2019-10-20 02:00:00,view,2,1635,176.16,Books
2019-10-20 16:00:00,view,14,4874,77.8,Clothing
2019-10-02 09:00:00,view,9,4514,286.73,Electronics
2019-10-12 14:00:00,view,18,1544,288.05,Books
2019-10-20 09:00:00,cart,13,1722,106.45,Books
2019-10-16 14:00:00,view,16,4352,23.95,Clothing
2019-10-27 13:00:00,cart,13,4239,250.06,Books
2019-10-21 10:00:00,cart,8,4292,112.11,Books
2019-10-06 01:00:00,cart,12,2499,102.66,Home
2019-10-03 04:00:00,view,19,3987,178.19,Home
2019-10-20 21:00:00,purchase,10,1326,10.14,Electronics
2019-10-01 19:00:00,view,2,361,118.74,Electronics
2019-10-19 03:00:00,view,15,3411,130.75,Home
2019-10-30 03:00:00,cart,17,2132,291.53,Home
2019-10-18 20:00:00,view,6,2737,55.93,Home
2019-10-13 00:00:00,cart,3,248,53.68,Books
2019-10-20 22:00:00,view,11,3906,189.61,Home
2019-10-15 04:00:00,view,5,1817,32.67,Home
2019-10-17 21:00:00,view,13,2518,190.11,Home
2019-10-30 04:00:00,view,16,3822,128.16,Electronics
2019-10-12 23:00:00,view,10,1164,10.76,Clothing
2019-10-30 19:00:00,view,13,1646,137.79,Clothing
2019-10-29 01:00:00,cart,11,895,224.24,Books
2019-10-07 01:00:00,cart,16,1141,48.45,Home
2019-10-03 03:00:00,cart,6,828,63.23,Clothing
2019-10-04 02:00:00,cart,1,2404,78.0,Home
2019-10-01 13:00:00,view,8,4250,123.07,Clothing
2019-10-03 22:00:00,cart,20,4316,285.26,Home
2019-10-22 04:00:00,view,17,4097,30.46,Books
2019-10-03 04:00:00,view,10,1239,248.29,Home
2019-10-10 21:00:00,cart,2,1443,242.21,Books
2019-10-27 04:00:00,view,19,4047,145.05,Clothing
2019-10-01 17:00:00,cart,6,1405,49.45,Home
2019-10-26 05:00:00,view,2,941,187.52,Books
2019-10-09 17:00:00,view,18,4744,219.77,Clothing
2019-10-04 15:00:00,view,14,1428,55.02,Home
2019-10-22 14:00:00,view,6,2217,212.69,Electronics
2019-10-20 11:00:00,cart,12,4971,276.95,Books
2019-10-28 04:00:00,purchase,20,3112,64.95,Home
2019-10-23 18:00:00,view,8,2985,46.44,Electronics
2019-10-25 21:00:00,view,3,4012,203.39,Electronics
2019-10-09 17:00:00,view,5,3507,149.52,Home
2019-10-06 12:00:00,cart,17,4047,257.64,Electronics
2019-10-24 06:00:00,view,20,250,159.62,Clothing
2019-10-26 00:00:00,purchase,5,4088,248.06,Books
2019-10-31 16:00:00,cart,14,296,124.58,Books
2019-10-13 18:00:00,cart,20,2197,66.88,Clothing
2019-10-12 12:00:00,view,14,2511,118.89,Home
2019-10-25 01:00:00,cart,9,4926,114.27,Books
2019-10-11 13:00:00,cart,8,289,96.85,Books
2019-10-29 20:00:00,cart,11,2252,77.92,Clothing
2019-10-27 14:00:00,cart,18,4894,122.11,Home
2019-10-14 07:00:00,view,9,196,291.77,Clothing
2019-10-24 06:00:00,cart,2,1575,152.59,Electronics
2019-10-24 09:00:00,purchase,2,651,50.26,Home
2019-10-04 04:00:00,purchase,6,4716,78.2,Books
2019-10-28 23:00:00,cart,6,2011,112.36,Home
2019-10-16 15:00:00,view,11,2928,64.64,Electronics
2019-10-26 14:00:00,view,10,1490,225.11,Electronics
2019-10-10 22:00:00,cart,13,1486,239.29,Electronics
2019-10-28 18:00:00,view,19,561,242.75,Electronics
2019-10-13 01:00:00,view,2,4514,275.57,Electronics
2019-10-01 08:00:00,view,20,215,259.04,Electronics
2019-10-29 01:00:00,cart,14,197,178.42,Home
2019-10-03 19:00:00,view,1,1985,154.81,Home
2019-10-10 21:00:00,view,12,4314,242.19,Clothing
2019-10-30 10:00:00,view,18,2186,290.0,Books
2019-10-30 11:00:00,cart,16,3552,18.85,Clothing
2019-10-18 18:00:00,purchase,5,344,114.5,Clothing
2019-10-20 14:00:00,view,19,2384,203.72,Books
2019-10-14 21:00:00,view,14,2570,113.66,Home
2019-10-10 02:00:00,cart,11,3426,231.22,Home
2019-10-11 04:00:00,cart,17,3944,239.62,Electronics
2019-10-21 20:00:00,cart,15,4626,208.03,Books
2019-10-24 07:00:00,cart,16,2486,55.94,Home
2019-10-25 12:00:00,cart,14,4447,280.42,Books
2019-10-25 11:00:00,view,17,2620,105.16,Books
2019-10-03 19:00:00,view,4,2386,293.48,Clothing
2019-10-16 07:00:00,cart,14,4237,112.08,Clothing
2019-10-02 18:00:00,cart,4,3301,56.62,Books
2019-10-18 00:00:00,view,3,1163,93.62,Books
2019-10-14 16:00:00,purchase,4,4355,246.21,Books
2019-10-28 12:00:00,cart,6,912,99.37,Electronics
2019-10-11 21:00:00,cart,4,1849,183.41,Electronics
2019-10-04 15:00:00,view,7,4326,211.8,Books
2019-10-05 10:00:00,view,7,1549,98.27,Books
2019-10-24 14:00:00,cart,18,1585,202.5,Electronics
2019-10-20 03:00:00,view,12,360,54.8,Clothing
2019-10-04 03:00:00,view,16,2696,192.79,Electronics
2019-10-03 14:00:00,purchase,6,682,199.91,Clothing
2019-10-22 17:00:00,cart,5,632,19.49,Home
2019-10-03 06:00:00,view,10,2127,95.29,Clothing
2019-10-26 11:00:00,cart,17,4415,11.76,Home
2019-10-22 21:00:00,view,3,455,239.81,Books
2019-10-03 12:00:00,view,9,3901,139.52,Home
2019-10-03 15:00:00,cart,10,945,133.77,Electronics
2019-10-31 14:00:00,cart,10,3326,142.5,Books
2019-10-12 14:00:00,view,6,787,127.24,Home
2019-10-12 11:00:00,view,4,3129,57.75,Electronics
2019-10-26 04:00:00,view,11,3135,201.97,Clothing
2019-10-30 08:00:00,purchase,20,1021,276.03,Books
2019-10-31 13:00:00,cart,9,1474,296.14,Clothing
2019-10-24 08:00:00,view,12,4502,241.09,Electronics
2019-10-12 15:00:00,view,10,4651,122.73,Home
2019-10-03 14:00:00,view,6,3861,173.19,Books
2019-10-25 02:00:00,cart,13,2075,13.68,Clothing
2019-10-18 07:00:00,cart,5,1272,113.24,Home
2019-10-14 03:00:00,view,4,3969,204.68,Clothing
2019-10-29 02:00:00,purchase,3,3011,269.4,Clothing
2019-10-04 10:00:00,view,5,1206,42.05,Books
2019-10-16 06:00:00,view,18,1805,36.6,Electronics
2019-10-01 08:00:00,view,3,2323,54.75,Home
2019-10-15 12:00:00,view,5,4959,51.94,Books
2019-10-02 17:00:00,purchase,9,3021,237.51,Electronics
2019-10-04 16:00:00,cart,6,4724,216.38,Home
2019-10-04 15:00:00,view,15,1118,272.3,Books
2019-10-21 03:00:00,view,18,2254,95.25,Books
2019-10-24 03:00:00,view,8,2662,207.08,Clothing
2019-10-19 02:00:00,view,12,1893,115.72,Clothing
2019-10-30 19:00:00,cart,6,1070,49.88,Electronics
2019-10-12 14:00:00,cart,8,2652,237.95,Books
2019-10-09 20:00:00,view,15,3261,191.29,Home
2019-10-27 22:00:00,view,16,1556,213.93,Electronics
2019-10-07 22:00:00,view,5,3531,57.25,Electronics
2019-10-30 20:00:00,purchase,11,1725,197.07,Books
2019-10-01 09:00:00,view,17,27,99.7,Clothing
2019-10-31 01:00:00,view,13,2297,82.95,Electronics
2019-10-02 08:00:00,view,20,1949,198.41,Home
2019-10-28 15:00:00,view,16,4933,17.05,Home
2019-10-17 08:00:00,view,18,1775,272.23,Clothing
2019-10-31 18:00:00,cart,13,3121,57.14,Books
2019-10-03 06:00:00,purchase,3,131,131.59,Electronics
2019-10-18 04:00:00,view,3,1989,167.72,Electronics
2019-10-31 01:00:00,view,6,3000,252.11,Books
2019-10-17 05:00:00,cart,15,1206,74.73,Home
2019-10-20 12:00:00,cart,19,1160,277.64,Electronics
2019-10-22 13:00:00,view,3,4833,95.99,Electronics
2019-10-15 02:00:00,cart,3,4046,165.99,Clothing
2019-10-20 10:00:00,cart,3,2474,59.05,Electronics
2019-10-19 02:00:00,view,18,4767,190.49,Clothing
2019-10-28 22:00:00,view,8,2369,55.45,Clothing
2019-10-02 09:00:00,cart,16,2419,34.4,Home
2019-10-09 17:00:00,cart,3,487,152.58,Clothing
2019-10-30 11:00:00,view,11,4847,212.3,Clothing
2019-10-28 14:00:00,view,16,4926,64.13,Home
2019-10-15 03:00:00,view,2,3082,25.87,Clothing
2019-10-20 05:00:00,cart,1,2022,22.32,Clothing
